Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL501780,,0,231.25,0.0,2.11,40,Cn1c([N+](=O)[O-])cnc1CCc1ccccc1,EC50,'=',102.33,nM,6.99,,,UO_0000065,,,,,False,CHEMBL1004983,Antigiardial activity against metronidazole-resistant Giardia lamblia isolate 713 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497428,,0,271.32,0.0,3.42,9,Cc1cc(C)c(/C=C/c2ncc([N+](=O)[O-])n2C)c(C)c1,EC50,'=',204.17,nM,6.69,,,UO_0000065,,,,,False,CHEMBL1004993,Antigiardial activity against metronidazole-resistant Giardia lamblia isolate 106 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497427,,0,308.13,0.0,3.26,11,Cn1c([N+](=O)[O-])cnc1/C=C/c1cccc(Br)c1,EC50,'=',114.82,nM,6.94,,,UO_0000065,,,,,False,CHEMBL1004994,Antigiardial activity against metronidazole-sensitive Giardia lamblia isolate 106 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL501780,,0,231.25,0.0,2.11,40,Cn1c([N+](=O)[O-])cnc1CCc1ccccc1,EC50,'=',2570.4,nM,5.59,,,UO_0000065,,,,,False,CHEMBL1004994,Antigiardial activity against metronidazole-sensitive Giardia lamblia isolate 106 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497021,,0,229.24,0.0,2.5,5,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccccc1,Ratio EC50,'=',25.98,,,,,,,,,,False,CHEMBL1001495,Resistance ratio of EC50 for metronidazole-resistant Giardia lamblia isolate 713 to EC50 for metronidazole-sensitive Giardia lamblia isolate 713,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497428,,0,271.32,0.0,3.42,9,Cc1cc(C)c(/C=C/c2ncc([N+](=O)[O-])n2C)c(C)c1,Ratio EC50,'=',5.59,,,,,,,,,,False,CHEMBL1001495,Resistance ratio of EC50 for metronidazole-resistant Giardia lamblia isolate 713 to EC50 for metronidazole-sensitive Giardia lamblia isolate 713,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL137,METRONIDAZOLE,4,171.16,0.0,0.09,Metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,IC50,'=',0.21,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL970092,Antiprotozoal activity against axenically grown trophozoites of Giardia lamblia IMSS:0989:1 after 48 hrs by MTT method,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1141844,1,Scientific Literature,J. Nat. Prod.,1999,
CHEMBL595846,,0,256.28,0.0,3.73,4n,COc1ccc(C(=O)/C=C/c2ccccc2F)cc1,IC50,'=',12.72,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL1074545,Antigiardial activity against Giardia lamblia WB (ATCC 30957) trophozoites after 24 hrs by trypan blue assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1152557,1,Scientific Literature,Bioorg. Med. Chem.,2009,
CHEMBL489719,,0,272.73,0.0,4.24,4o,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)cc1,IC50,'=',15.04,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL1074545,Antigiardial activity against Giardia lamblia WB (ATCC 30957) trophozoites after 24 hrs by trypan blue assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1152557,1,Scientific Literature,Bioorg. Med. Chem.,2009,
CHEMBL255694,,0,638.64,2.0,7.23,10,COc1cc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)ccc1OCCCCCOc1ccc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1OC,IC50,'=',3397.0,nM,5.47,,,UO_0000065,,,,,False,CHEMBL926994,Antiprotozoal activity against Giardia lamblia,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1145559,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,
CHEMBL137,METRONIDAZOLE,4,171.16,0.0,0.09,Mz,Cc1ncc([N+](=O)[O-])n1CCO,EC50,'=',2630.27,nM,5.58,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497227,,0,247.23,0.0,2.64,19,Cn1c([N+](=O)[O-])cnc1/C=C/c1cccc(F)c1,EC50,'=',25.7,nM,7.59,,,UO_0000065,,,,,False,CHEMBL1004983,Antigiardial activity against metronidazole-resistant Giardia lamblia isolate 713 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL498879,NICOTIFLOROSIDE,0,594.52,3.0,-1.39,8,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,IC50,'=',22.5,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL996202,Antiprotozoal activity against Giardia lamblia IMSS:0989:1 after 48 hrs by MTT/PMS assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1150849,1,Scientific Literature,J. Nat. Prod.,2001,
CHEMBL227370,,0,501.72,2.0,5.63,9,FC(F)(F)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,IC50,'=',56.0,nM,7.25,,,UO_0000065,,,,,False,CHEMBL3227496,Antimicrobial activity against Giardia intestinalis,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL3217580,1,Scientific Literature,MedChemComm,2011,
CHEMBL50588,EMETINE,0,480.65,0.0,4.94,Emetine,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,IC50,'=',830.0,nM,6.08,,,UO_0000065,,,,,False,CHEMBL3110793,Antiprotozoal activity against Giardia lamblia IMSS:1090:1,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL3108675,1,Scientific Literature,J. Nat. Prod.,2014,
CHEMBL1270444,,0,304.27,0.0,3.82,6,Cn1c(C(F)(F)F)nc2cc(C(=O)c3ccccc3)ccc21,IC50,'=',1096.48,nM,5.96,,,UO_0000065,,,,,False,CHEMBL3227496,Antimicrobial activity against Giardia intestinalis,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL3217580,1,Scientific Literature,MedChemComm,2011,
CHEMBL228258,,0,343.93,0.0,4.11,47,FC(F)(F)c1nc2c(Br)cc(Br)cc2[nH]1,IC50,'=',251.19,nM,6.6,,,UO_0000065,,,,,False,CHEMBL3227496,Antimicrobial activity against Giardia intestinalis,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL3217580,1,Scientific Literature,MedChemComm,2011,
CHEMBL1922081,,0,290.22,0.0,3.52,56,CN(C)CCSc1nc2c(Cl)cc(Cl)cc2[nH]1,IC50,'=',20.89,nM,7.68,,,UO_0000065,,,,,False,CHEMBL3227496,Antimicrobial activity against Giardia intestinalis,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL3217580,1,Scientific Literature,MedChemComm,2011,
CHEMBL3220683,,0,407.18,0.0,4.52,61,CCN(CC)CCSc1nc2c(Br)cc(Br)cc2[nH]1,IC50,'=',34.67,nM,7.46,,,UO_0000065,,,,,False,CHEMBL3227496,Antimicrobial activity against Giardia intestinalis,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL3217580,1,Scientific Literature,MedChemComm,2011,
CHEMBL3220684,,0,304.25,0.0,3.91,63,CN(C)CCCSc1nc2c(Cl)cc(Cl)cc2[nH]1,IC50,'=',72.44,nM,7.14,,,UO_0000065,,,,,False,CHEMBL3227496,Antimicrobial activity against Giardia intestinalis,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL3217580,1,Scientific Literature,MedChemComm,2011,
CHEMBL137,METRONIDAZOLE,4,171.16,0.0,0.09,metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,IC50,'=',0.1,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL971836,Antifungal activity against Giardia intestinalis ATCC 30888 after 48 hrs by XTT assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1155607,1,Scientific Literature,J. Nat. Prod.,2000,
CHEMBL519221,CUNEATIN,0,312.28,0.0,2.9,10,COc1cc2c(cc1-c1coc3cc(O)ccc3c1=O)OCO2,IC50,'=',0.03,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL971836,Antifungal activity against Giardia intestinalis ATCC 30888 after 48 hrs by XTT assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1155607,1,Scientific Literature,J. Nat. Prod.,2000,
CHEMBL540243,,0,267.27,0.0,1.34,10,Cc1nc([N+](=O)[O-])cn1S(=O)(=O)c1ccccc1,IC50,'=',11990.0,nM,4.92,,,UO_0000065,,,,,False,CHEMBL1061399,Antiparasitic activity against Giardia intestinalis IMSS:0696 trophozoites after 48 hrs by Hill culture method,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1152893,1,Scientific Literature,Eur. J. Med. Chem.,2009,
CHEMBL550508,,0,312.26,0.0,1.24,14,Cc1nc([N+](=O)[O-])cn1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,IC50,'=',7500.0,nM,5.12,,,UO_0000065,,,,,False,CHEMBL1061399,Antiparasitic activity against Giardia intestinalis IMSS:0696 trophozoites after 48 hrs by Hill culture method,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1152893,1,Scientific Literature,Eur. J. Med. Chem.,2009,
CHEMBL256337,,0,578.59,2.0,7.22,5,O=[N+]([O-])c1ccc2[nH]c(-c3ccc(OCCCCCOc4ccc(-c5nc6cc([N+](=O)[O-])ccc6[nH]5)cc4)cc3)nc2c1,IC50,'=',7412.0,nM,5.13,,,UO_0000065,,,,,False,CHEMBL926994,Antiprotozoal activity against Giardia lamblia,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1145559,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,
CHEMBL497022,,0,243.27,0.0,2.81,6,Cc1ccccc1/C=C/c1ncc([N+](=O)[O-])n1C,EC50,'=',69.0,nM,7.16,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL524984,,0,308.13,0.0,3.26,10,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccccc1Br,EC50,'=',49.0,nM,7.31,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL522402,,0,426.22,0.0,3.0,37,CC(=O)OC(c1ccc(Br)cc1)C(OC(C)=O)c1ncc([N+](=O)[O-])n1C,EC50,'=',224.0,nM,6.65,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL110,BENZNIDAZOLE,4,260.25,0.0,1.11,Bnz,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,IC50,'=',22580.0,nM,4.65,,,UO_0000065,,,,,False,CHEMBL1061399,Antiparasitic activity against Giardia intestinalis IMSS:0696 trophozoites after 48 hrs by Hill culture method,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1152893,1,Scientific Literature,Eur. J. Med. Chem.,2009,
CHEMBL522244,,0,233.23,0.0,1.23,28,Cn1ccnc1/C=C/c1ncc([N+](=O)[O-])n1C,Activity,,,,,,Active,,,,,,False,CHEMBL1004988,"Antigiardial activity against Giardia lamblia GS/M trophozoites infected in C57BL/6 mouse assessed as reduction in live trophozoite number in small intestine at 10 mg/kg, po administered as 5 doses for 3 days relative to control",F,BAO_0000218,organism-based format,Giardia intestinalis,CHEMBL3638239,Small intestine,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL555070,,0,297.29,0.0,1.35,15,COc1ccc(S(=O)(=O)n2cc([N+](=O)[O-])nc2C)cc1,Ratio IC50,'=',2.0,,,,,,,,,,False,CHEMBL1052374,Ratio of 2-methyl-4(5)-nitroimidazole IC50 to compound IC50 for Giardia intestinalis IMSS:0696 trophozoites,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1152893,1,Scientific Literature,Eur. J. Med. Chem.,2009,
CHEMBL256104,,0,516.65,2.0,8.02,3,Cc1ccc2[nH]c(-c3ccc(OCCCCCOc4ccc(-c5nc6cc(C)ccc6[nH]5)cc4)cc3)nc2c1,IC50,'=',4888.0,nM,5.31,,,UO_0000065,,,,,False,CHEMBL926994,Antiprotozoal activity against Giardia lamblia,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1145559,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,
CHEMBL460016,,0,272.13,0.0,2.58,27,CN(C)C(=O)c1nc2cc(Cl)c(Cl)cc2n1C,IC50,'=',73.5,nM,7.13,,,UO_0000065,,,,,False,CHEMBL1030721,Antiprotozoal activity against Giardia intestinalis IMSS:0981:1 trophozoites after 48 hrs,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1152735,1,Scientific Literature,Bioorg. Med. Chem.,2009,
CHEMBL444221,,0,245.11,0.0,2.93,29,CC(O)c1nc2cc(Cl)c(Cl)cc2n1C,IC50,'=',20.3,nM,7.69,,,UO_0000065,,,,,False,CHEMBL1030721,Antiprotozoal activity against Giardia intestinalis IMSS:0981:1 trophozoites after 48 hrs,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1152735,1,Scientific Literature,Bioorg. Med. Chem.,2009,
CHEMBL504553,,0,235.27,0.0,2.56,31,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccsc1,EC50,'=',24.55,nM,7.61,,,UO_0000065,,,,,False,CHEMBL1004983,Antigiardial activity against metronidazole-resistant Giardia lamblia isolate 713 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL524985,,0,263.68,0.0,3.15,13,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccccc1Cl,EC50,'=',114.82,nM,6.94,,,UO_0000065,,,,,False,CHEMBL1004992,Antigiardial activity against metronidazole-sensitive Giardia lamblia isolate 713 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497433,,0,305.34,0.0,4.17,24,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccccc1-c1ccccc1,EC50,'=',4570.88,nM,5.34,,,UO_0000065,,,,,False,CHEMBL1004992,Antigiardial activity against metronidazole-sensitive Giardia lamblia isolate 713 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL501842,,0,219.2,0.0,2.09,29,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccco1,EC50,'=',489.78,nM,6.31,,,UO_0000065,,,,,False,CHEMBL1004992,Antigiardial activity against metronidazole-sensitive Giardia lamblia isolate 713 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497021,,0,229.24,0.0,2.5,5,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccccc1,EC50,'=',54.95,nM,7.26,,,UO_0000065,,,,,False,CHEMBL1004993,Antigiardial activity against metronidazole-resistant Giardia lamblia isolate 106 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL524078,,0,361.35,0.0,2.55,36,CC(=O)OC(c1ccc(C)cc1)C(OC(C)=O)c1ncc([N+](=O)[O-])n1C,Ratio EC50,'=',29.51,,,,,,,,,,False,CHEMBL1001495,Resistance ratio of EC50 for metronidazole-resistant Giardia lamblia isolate 713 to EC50 for metronidazole-sensitive Giardia lamblia isolate 713,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL524985,,0,263.68,0.0,3.15,13,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccccc1Cl,EC50,'=',30.2,nM,7.52,,,UO_0000065,,,,,False,CHEMBL1004983,Antigiardial activity against metronidazole-resistant Giardia lamblia isolate 713 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL459379,,0,223.66,0.0,1.59,14,CNC(=O)c1nc2ccc(Cl)cc2n1C,IC50,'=',71.5,nM,7.15,,,UO_0000065,,,,,False,CHEMBL1030721,Antiprotozoal activity against Giardia intestinalis IMSS:0981:1 trophozoites after 48 hrs,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1152735,1,Scientific Literature,Bioorg. Med. Chem.,2009,
CHEMBL445476,,0,208.65,0.0,2.43,18,CC(=O)c1nc2ccc(Cl)cc2n1C,IC50,'=',67.0,nM,7.17,,,UO_0000065,,,,,False,CHEMBL1030721,Antiprotozoal activity against Giardia intestinalis IMSS:0981:1 trophozoites after 48 hrs,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1152735,1,Scientific Literature,Bioorg. Med. Chem.,2009,
CHEMBL500857,,0,209.64,0.0,1.33,19,Cn1c(C(N)=O)nc2cc(Cl)ccc21,IC50,'=',233.8,nM,6.63,,,UO_0000065,,,,,False,CHEMBL1030721,Antiprotozoal activity against Giardia intestinalis IMSS:0981:1 trophozoites after 48 hrs,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1152735,1,Scientific Literature,Bioorg. Med. Chem.,2009,
CHEMBL525074,,0,208.65,0.0,2.43,24,CC(=O)c1nc2cc(Cl)ccc2n1C,IC50,'=',50.3,nM,7.3,,,UO_0000065,,,,,False,CHEMBL1030721,Antiprotozoal activity against Giardia intestinalis IMSS:0981:1 trophozoites after 48 hrs,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1152735,1,Scientific Literature,Bioorg. Med. Chem.,2009,
CHEMBL137,METRONIDAZOLE,4,171.16,0.0,0.09,Metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,IC50,'=',0.21,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL996202,Antiprotozoal activity against Giardia lamblia IMSS:0989:1 after 48 hrs by MTT/PMS assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1150849,1,Scientific Literature,J. Nat. Prod.,2001,
CHEMBL500893,,0,273.25,0.0,2.23,27,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccc2c(c1)OCO2,EC50,'=',69.0,nM,7.16,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL504553,,0,235.27,0.0,2.56,31,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccsc1,Ratio EC50,'=',4.25,,,,,,,,,,False,CHEMBL1004984,Resistance ratio of EC50 for metronidazole-resistant Giardia lamblia isolate 106 to EC50 for metronidazole-sensitive Giardia lamblia isolate 106,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497227,,0,247.23,0.0,2.64,19,Cn1c([N+](=O)[O-])cnc1/C=C/c1cccc(F)c1,EC50,'=',40.74,nM,7.39,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL524985,,0,263.68,0.0,3.15,13,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccccc1Cl,Ratio EC50,'=',4.22,,,,,,,,,,False,CHEMBL1004984,Resistance ratio of EC50 for metronidazole-resistant Giardia lamblia isolate 106 to EC50 for metronidazole-sensitive Giardia lamblia isolate 106,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL522244,,0,233.23,0.0,1.23,28,Cn1ccnc1/C=C/c1ncc([N+](=O)[O-])n1C,Activity,,,,,,Active,,,,,,False,CHEMBL1004990,"Antigiardial activity against Giardia lamblia GS/M trophozoites infected in C57BL/6 mouse assessed as parasite eradication in small intestine at 10 mg/kg, po administered as 5 doses for 3 days",F,BAO_0000218,organism-based format,Giardia intestinalis,CHEMBL3638239,Small intestine,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497231,,0,310.15,0.0,2.88,42,Cn1c([N+](=O)[O-])cnc1CCc1ccc(Br)cc1,EC50,'=',1148.0,nM,5.94,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
