Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL2163824,,0,543.32,2,5.45,28,NC1CCCC(NC(=O)[C@H](Cc2ccc(Cl)cc2Cl)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)C1,IC50,,,,,,Not Determined,,,,,,False,CHEMBL2167349,Inhibition of GCS in human A549 cells assessed as decrease in GM1 synthesis after 72 hrs by Fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307651
CHEMBL408500,,0,289.42,0,0.5,NNDNJ,CCCCCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,Inhibition,'=',30.0,%,,,,UO_0000187,,,,,False,CHEMBL1769096,Inhibition of glucosylceramide synthase in human A549 cells at 10 uM after 35 mins by fluorometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1764970,1,Scientific Literature,J. Med. Chem.,2011,CHEMBL3307651
CHEMBL1088158,,0,397.56,0,1.15,22,OC[C@@H]1[C@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,IC50,'=',500.0,nM,6.3,,,UO_0000065,15.85,0.31,5.15,6.75,True,CHEMBL1099879,Inhibition of GCS by cell-based assay,B,BAO_0000219,cell-based format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1154826,1,Scientific Literature,J. Med. Chem.,2010,
CHEMBL3596252,,0,607.02,2,9.9,"Figure 6, (2R,3S)",CCCCCCCCCCCCC/C=C/[C@H](O)[C@@H](CN1CCOCC1)NC(=O)CCCCCCCCCCCCCCC,Inhibition,'=',5.0,%,,,,UO_0000187,,,,,False,CHEMBL3599364,Inhibition of glucosylceramide synthase (unknown origin) at 5 uM,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3596159,1,Scientific Literature,MedChemComm,2014,
CHEMBL3596250,,0,591.02,2,10.67,IV-231B,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](CN1CCCC1)NC(=O)CCCCCCCCCCCCCCC,Inhibition,'=',87.0,%,,,,UO_0000187,,,,,False,CHEMBL3599364,Inhibition of glucosylceramide synthase (unknown origin) at 5 uM,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3596159,1,Scientific Literature,MedChemComm,2014,
CHEMBL3354050,,0,433.52,0,1.94,44,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2F)cc1,IC50,'=',75.0,nM,7.12,,,UO_0000065,16.44,0.31,5.18,7.63,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354057,,0,416.52,0,1.19,51,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccncc2)cc1,IC50,'=',2000.0,nM,5.7,,,UO_0000065,13.68,0.26,4.51,5.36,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354030,,0,381.56,0,1.91,24,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCCC12CC3CC(CC(C3)C1)C2,IC50,,,,,,Not Active,,,,,,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354021,,0,339.43,0,0.13,15,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccccc1,IC50,'=',750.0,nM,6.12,,,UO_0000065,18.04,0.35,5.99,6.56,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354034,,0,339.43,0,0.13,28,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccccc1,IC50,'=',200.0,nM,6.7,,,UO_0000065,19.74,0.38,6.57,7.17,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354024,,0,463.57,0,3.03,18,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc2ccc3cccc4ccc1c2c34,IC50,'=',3.0,nM,8.52,,,UO_0000065,18.39,0.34,5.49,9.13,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354026,,0,345.48,0,0.51,20,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC1CCCCC1,IC50,'=',70.0,nM,7.16,,,UO_0000065,20.71,0.41,6.64,7.66,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354049,,0,433.52,0,1.94,43,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2cccc(F)c2)cc1,IC50,'=',25.0,nM,7.6,,,UO_0000065,17.54,0.33,5.66,8.14,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL1766350,,0,562.62,3,0.76,1[1],O[C@H]1[C@H](NCc2cn(Cc3cc(OCc4ccccc4)cc(OCc4ccccc4)c3)nn2)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,Inhibition,'=',9.0,%,,,,UO_0000187,,,,,False,CHEMBL1769095,Inhibition of glucosylceramide synthase in human A549 cells at 250 uM after 35 mins by fluorometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1764970,1,Scientific Literature,J. Med. Chem.,2011,CHEMBL3307651
CHEMBL1766482,,0,414.55,1,0.09,1[18],CCCCCCCCCCCn1cc(CN[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,Inhibition,'=',29.0,%,,,,UO_0000187,,,,,False,CHEMBL1769095,Inhibition of glucosylceramide synthase in human A549 cells at 250 uM after 35 mins by fluorometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1764970,1,Scientific Literature,J. Med. Chem.,2011,CHEMBL3307651
CHEMBL408500,,0,289.42,0,0.5,NNDNJ,CCCCCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,Inhibition,'=',40.0,%,,,,UO_0000187,,,,,False,CHEMBL1769097,Inhibition of glucosylceramide synthase in human A549 cells at 50 uM after 35 mins by fluorometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1764970,1,Scientific Literature,J. Med. Chem.,2011,CHEMBL3307651
CHEMBL1766489,,0,416.52,1,-1.33,1[25],OCCCCCCCCCCn1cc(CN[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,Inhibition,'=',28.0,%,,,,UO_0000187,,,,,False,CHEMBL1769095,Inhibition of glucosylceramide synthase in human A549 cells at 250 uM after 35 mins by fluorometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1764970,1,Scientific Literature,J. Med. Chem.,2011,CHEMBL3307651
CHEMBL2163833,,0,494.85,0,4.18,19,CN1CCN(C(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,IC50,'=',10.0,nM,8.0,,,UO_0000065,16.17,0.34,3.82,15.19,False,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL2163831,,0,460.41,0,3.53,17,CN1CCN(C(=O)[C@H](Cc2ccccc2)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,IC50,'=',160.0,nM,6.8,,,UO_0000065,14.76,0.3,3.27,12.91,False,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL3354051,,0,449.98,0,2.45,45,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccc(Cl)cc2)cc1,IC50,'=',25.0,nM,7.6,,,UO_0000065,16.89,0.33,5.15,8.14,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354625,,0,433.52,0,1.94,64,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)c(F)c1,IC50,'=',25.0,nM,7.6,,,UO_0000065,17.54,0.33,5.66,8.14,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354624,,0,433.52,0,1.94,63,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1F,IC50,'=',25.0,nM,7.6,,,UO_0000065,17.54,0.33,5.66,8.14,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354032,,0,397.56,0,1.0,26,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC1C2CC3CC(C2)CC1C3,IC50,'=',80.0,nM,7.1,,,UO_0000065,17.85,0.35,6.1,7.6,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354053,,0,551.52,1,3.84,47,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,IC50,'=',20.0,nM,7.7,,,UO_0000065,13.96,0.28,3.86,8.24,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL1911816,,0,523.03,1,3.92,16m,Cc1cc(Cl)ccc1Oc1ncccc1C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCN(C)CC1,IC50,'=',2.0,nM,8.7,,,UO_0000065,16.63,0.32,4.78,10.36,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1911682,,0,488.59,0,3.27,16a,Cc1ccc(Oc2ncccc2C(=O)N[C@H](COCc2ccccc2)C(=O)N2CCN(C)CC2)cc1,IC50,'=',53.0,nM,7.28,,,UO_0000065,14.89,0.28,4.01,8.66,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1911809,,0,517.63,1,3.03,16f,CN1CCN(C(=O)[C@@H](COCc2ccccc2)NC(=O)c2cccnc2Oc2cccc(N(C)C)c2)CC1,IC50,'=',1075.0,nM,5.97,,,UO_0000065,11.53,0.21,2.94,6.84,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1911817,,0,577.0,1,4.64,16n,CN1CCN(C(=O)[C@@H](COCc2ccccc2)NC(=O)c2cccnc2Oc2ccc(C(F)(F)F)cc2Cl)CC1,IC50,'=',2.0,nM,8.7,,,UO_0000065,15.08,0.3,4.06,10.36,False,CHEMBL1912403,Inhibition of GCS activity in human A549 cells assessed as amount of GM1 on the cell membrane after 72 hrs by FL-CTB-based fluorescent microscopy,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,CHEMBL3307651
CHEMBL3216992,,0,251.11,1,-3.9,4,Cl.Cl.N[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1N,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL2015468,Inhibition of glucosylceramide synthase in human A549 cells at 250 uM after 15 mins,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2010653,1,Scientific Literature,ACS Med. Chem. Lett.,2011,CHEMBL3307651
CHEMBL1076754,,0,219.28,0,-1.45,15,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1CO,IC50,'=',12000.0,nM,4.92,,,UO_0000065,22.44,0.45,6.37,5.85,False,CHEMBL1099879,Inhibition of GCS by cell-based assay,B,BAO_0000219,cell-based format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1154826,1,Scientific Literature,J. Med. Chem.,2010,
CHEMBL1088291,,0,219.28,0,-1.45,28,CCCCN1C[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1CO,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,False,CHEMBL1099879,Inhibition of GCS by cell-based assay,B,BAO_0000219,cell-based format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1154826,1,Scientific Literature,J. Med. Chem.,2010,
CHEMBL1911679,,0,404.55,0,3.43,"5, Genz-112638",CCCCCCCC(=O)N[C@@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,IC50,'=',16.0,nM,7.8,,,UO_0000065,19.27,0.37,4.37,10.98,False,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL1911678,,0,418.58,0,3.82,"7, Genz-123346",CCCCCCCCC(=O)N[C@@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,IC50,'=',2.0,nM,8.7,,,UO_0000065,20.78,0.4,4.88,12.25,False,CHEMBL2167349,Inhibition of GCS in human A549 cells assessed as decrease in GM1 synthesis after 72 hrs by Fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307651
CHEMBL1911815,,0,543.45,1,4.27,16l,CN1CCN(C(=O)[C@@H](COCc2ccccc2)NC(=O)c2cccnc2Oc2ccc(Cl)cc2Cl)CC1,IC50,'=',2.0,nM,8.7,,,UO_0000065,16.01,0.32,4.43,10.36,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1911685,,0,510.54,1,3.24,16d,CN1CCN(C(=O)[C@@H](COCc2ccccc2)NC(=O)c2cccnc2Oc2ccc(F)cc2F)CC1,IC50,'=',230.0,nM,6.64,,,UO_0000065,13.0,0.25,3.4,7.9,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL574645,,0,397.56,0,1.15,"5, AMP-DNM",OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,IC50,'=',16500.0,nM,4.78,,,UO_0000065,12.03,0.23,3.63,5.12,True,CHEMBL1912403,Inhibition of GCS activity in human A549 cells assessed as amount of GM1 on the cell membrane after 72 hrs by FL-CTB-based fluorescent microscopy,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,CHEMBL3307651
CHEMBL560401,,0,388.6,1,5.28,3,CCCCCCCCCCCCCCNC(=O)[C@H](CO)/N=C/c1ccccc1,Ratio,'=',0.9,,,,,,,,,,False,CHEMBL3117002,Inhibition of GCS in human OVCAR8 cells assessed as decrease in ratio of glucosylceramide to ceramide level at IC50 after 4 hrs by TLC assay,B,BAO_0000219,cell-based format,Homo sapiens,,,OVCAR-8,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3112569,1,Scientific Literature,Bioorg. Med. Chem.,2014,CHEMBL3307975
CHEMBL2163823,,0,539.3,1,4.46,27,NC1CCN(C(=O)[C@H](Cc2ccc(Br)cc2)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,IC50,,,,,,Not Determined,,,,,,False,CHEMBL2167349,Inhibition of GCS in human A549 cells assessed as decrease in GM1 synthesis after 72 hrs by Fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307651
CHEMBL2163828,,0,580.45,1,4.59,"32, EXEL-0346",NC1C[C@@H]2CC[C@H](C1)N2C(=O)[C@H](Cc1ccc(Br)cc1)NC(=O)C1(c2ccc(OC(F)(F)F)cc2)CC1,IC50,'=',2.0,nM,8.7,,,UO_0000065,14.99,0.32,4.11,10.28,False,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL2163823,,0,539.3,1,4.46,27,NC1CCN(C(=O)[C@H](Cc2ccc(Br)cc2)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,IC50,'=',3.0,nM,8.52,,,UO_0000065,15.8,0.36,4.06,11.3,False,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL2163838,,0,531.31,2,5.08,24,CN(C)CCN(C)C(=O)[C@H](Cc1ccc(Cl)cc1Cl)NC(=O)C1(c2ccc(Cl)cc2Cl)CC1,IC50,'=',2.0,nM,8.7,,,UO_0000065,16.37,0.36,3.62,16.52,False,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL2163837,,0,529.29,1,4.88,23,C[C@H]1CN(C(=O)[C@H](Cc2ccc(Cl)cc2Cl)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CCN1,IC50,'=',190.0,nM,6.72,,,UO_0000065,12.7,0.28,1.84,10.94,False,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL2163830,,0,490.43,0,3.5,11,CN1CCN(C(=O)[C@H](COCc2ccccc2)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,IC50,'=',330.0,nM,6.48,,,UO_0000065,13.22,0.27,2.98,10.47,False,CHEMBL2167349,Inhibition of GCS in human A549 cells assessed as decrease in GM1 synthesis after 72 hrs by Fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307651
CHEMBL1029,MIGLUSTAT,4,219.28,0,-1.45,"2, Zavesca, miglustat",CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,IC50,'=',25000.0,nM,4.6,,,UO_0000065,20.99,0.42,6.05,5.47,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL574645,,0,397.56,0,1.15,"3, AMP-DNM",OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,IC50,'=',200.0,nM,6.7,,,UO_0000065,16.85,0.33,5.55,7.17,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354015,,0,379.54,0,1.69,9,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCC/C=C\C12CC3CC(CC(C3)C1)C2,IC50,,,,,,Not Active,,,,,,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL2163827,,0,570.44,2,5.13,31,NC1C[C@@H]2CC[C@H](C1)N2C(=O)[C@H](Cc1ccc(Cl)cc1Cl)NC(=O)C1(c2ccc(OC(F)(F)F)cc2)CC1,IC50,'=',3.0,nM,8.52,,,UO_0000065,14.94,0.31,3.39,10.07,False,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
